date,time,home_team,score,away_team,attendance,venue,referee,match_report
2025-09-15,20:45,Como,1–1,Genoa,11858,Stadio Giuseppe Sinigaglia,Marco Piccinini,https://fbref.com/en/matches/a483a5a9/Como-Genoa-September-15-2025-Serie-A
2025-09-15,18:30,Hellas Verona,0–0,Cremonese,21406,Stadio Marc'Antonio Bentegodi,Alberto Arena,https://fbref.com/en/matches/af69bfa1/Hellas-Verona-Cremonese-September-15-2025-Serie-A
2025-09-19,20:45,Lecce,1–2,Cagliari,26219,Stadio Comunale Ettore Giardiniero,Luca Zufferli,https://fbref.com/en/matches/30bdd9a6/Lecce-Cagliari-September-19-2025-Serie-A
2025-09-20,15:00,Bologna,2–1,Genoa,27976,Stadio Renato Dall'Ara,Giuseppe Collu,https://fbref.com/en/matches/2db7ade4/Bologna-Genoa-September-20-2025-Serie-A
2025-09-20,18:00,Hellas Verona,1–1,Juventus,27783,Stadio Marc'Antonio Bentegodi,Antonio Rapuano,https://fbref.com/en/matches/7ffb9c39/Hellas-Verona-Juventus-September-20-2025-Serie-A
2025-09-20,20:45,Udinese,0–3,Milan,24201,Bluenergy Stadium,Daniele Doveri,https://fbref.com/en/matches/b0146cfe/Udinese-Milan-September-20-2025-Serie-A
2025-09-21,15:00,Cremonese,0–0,Parma,13548,Stadio Giovanni Zini,Federico La Penna,https://fbref.com/en/matches/c8173faf/Cremonese-Parma-September-21-2025-Serie-A
2025-09-21,18:00,Fiorentina,1–2,Como,21158,Stadio Artemio Franchi,Kevin Bonacina,https://fbref.com/en/matches/f504548c/Fiorentina-Como-September-21-2025-Serie-A
2025-09-21,20:45,Inter,2–1,Sassuolo,68852,Stadio Giuseppe Meazza,Livio Marinelli,https://fbref.com/en/matches/a11e9855/Internazionale-Sassuolo-September-21-2025-Serie-A
2025-09-21,12:30,Lazio,0–1,Roma,61000,Stadio Olimpico,Simone Sozza,https://fbref.com/en/matches/9bb3234c/Lazio-Roma-September-21-2025-Serie-A
2025-09-21,15:00,Torino,0–3,Atalanta,18259,Stadio Olimpico Grande Torino,Andrea Colombo,https://fbref.com/en/matches/033d3773/Torino-Atalanta-September-21-2025-Serie-A
2025-09-22,20:45,Napoli,3–2,Pisa,50312,Stadio Diego Armando Maradona,Valerio Crezzini,https://fbref.com/en/matches/9c366f0d/Napoli-Pisa-September-22-2025-Serie-A
2025-09-27,20:45,Cagliari,0–2,Inter,16282,Unipol Domus,Marco Piccinini,https://fbref.com/en/matches/45413eb5/Cagliari-Internazionale-September-27-2025-Serie-A
2025-09-27,15:00,Como,1–1,Cremonese,10534,Stadio Giuseppe Sinigaglia,Marco Di Bello,https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A
2025-09-27,18:00,Juventus,1–1,Atalanta,40893,Allianz Stadium,Simone Sozza,https://fbref.com/en/matches/b08d79e5/Juventus-Atalanta-September-27-2025-Serie-A
2025-09-28,18:00,Lecce,2–2,Bologna,24548,Stadio Comunale Ettore Giardiniero,Francesco Fourneau,https://fbref.com/en/matches/6a9877df/Lecce-Bologna-September-28-2025-Serie-A
2025-09-28,20:45,Milan,2–1,Napoli,73754,Stadio Giuseppe Meazza,Daniele Chiffi,https://fbref.com/en/matches/57465d62/Milan-Napoli-September-28-2025-Serie-A
2025-09-28,15:00,Pisa,0–0,Fiorentina,11210,Arena Garibaldi - Stadio Romeo Anconetan...,Gianluca Manganiello,https://fbref.com/en/matches/cbdbd24f/Pisa-Fiorentina-September-28-2025-Serie-A
2025-09-28,15:00,Roma,2–0,Hellas Verona,62334,Stadio Olimpico,Ermanno Feliciani,https://fbref.com/en/matches/078aaaeb/Roma-Hellas-Verona-September-28-2025-Serie-A
2025-09-28,12:30,Sassuolo,3–1,Udinese,11160,Mapei Stadium - Città del Tricolore,Daniele Perenzoni,https://fbref.com/en/matches/67e999eb/Sassuolo-Udinese-September-28-2025-Serie-A
2025-09-29,20:45,Genoa,0–3,Lazio,30824,Stadio Comunale Luigi Ferraris,Giovanni Ayroldi,https://fbref.com/en/matches/5d6a80f9/Genoa-Lazio-September-29-2025-Serie-A
2025-09-29,18:30,Parma,2–1,Torino,17006,Stadio Ennio Tardini,Giuseppe Collu,https://fbref.com/en/matches/0e5a5b81/Parma-Torino-September-29-2025-Serie-A
2025-10-03,20:45,Hellas Verona,0–1,Sassuolo,21963,Stadio Marc'Antonio Bentegodi,Francesco Fourneau,https://fbref.com/en/matches/60eda0bf/Hellas-Verona-Sassuolo-October-3-2025-Serie-A
2025-10-04,20:45,Atalanta,1–1,Como,23042,New Balance Arena,Luca Zufferli,https://fbref.com/en/matches/92c1aa5d/Atalanta-Como-October-4-2025-Serie-A
2025-10-04,18:00,Inter,4–1,Cremonese,70750,Stadio Giuseppe Meazza,Ermanno Feliciani,https://fbref.com/en/matches/ccebb38d/Internazionale-Cremonese-October-4-2025-Serie-A
2025-10-04,15:00,Lazio,3–3,Torino,36000,Stadio Olimpico,Marco Piccinini,https://fbref.com/en/matches/05baf688/Lazio-Torino-October-4-2025-Serie-A
2025-10-04,15:00,Parma,0–1,Lecce,19580,Stadio Ennio Tardini,Daniele Doveri,https://fbref.com/en/matches/e57e2e5d/Parma-Lecce-October-4-2025-Serie-A
2025-10-05,15:00,Bologna,4–0,Pisa,27972,Stadio Renato Dall'Ara,Rosario Abisso,https://fbref.com/en/matches/314efeda/Bologna-Pisa-October-5-2025-Serie-A
2025-10-05,15:00,Fiorentina,1–2,Roma,20548,Stadio Artemio Franchi,Andrea Colombo,https://fbref.com/en/matches/a6a044a7/Fiorentina-Roma-October-5-2025-Serie-A
2025-10-05,20:45,Juventus,0–0,Milan,41328,Allianz Stadium,Marco Guida,https://fbref.com/en/matches/e730a21b/Juventus-Milan-October-5-2025-Serie-A
2025-10-05,18:00,Napoli,2–1,Genoa,50000,Stadio Diego Armando Maradona,Federico La Penna,https://fbref.com/en/matches/ed7a3a22/Napoli-Genoa-October-5-2025-Serie-A
2025-10-05,12:30,Udinese,1–1,Cagliari,18159,Bluenergy Stadium,Alberto Arena,https://fbref.com/en/matches/7a86db95/Udinese-Cagliari-October-5-2025-Serie-A
2025-10-18,15:00,Lecce,0–0,Sassuolo,25307,Stadio Comunale Ettore Giardiniero,Valerio Crezzini,https://fbref.com/en/matches/181b13ba/Lecce-Sassuolo-October-18-2025-Serie-A
2025-10-18,15:00,Pisa,0–0,Hellas Verona,11557,Arena Garibaldi - Stadio Romeo Anconetan...,Marco Guida,https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A
2025-10-18,20:45,Roma,0–1,Inter,65849,Stadio Olimpico,Davide Massa,https://fbref.com/en/matches/4c6f281b/Roma-Internazionale-October-18-2025-Serie-A
2025-10-18,18:00,Torino,1–0,Napoli,26802,Stadio Olimpico Grande Torino,Matteo Marcenaro,https://fbref.com/en/matches/a4f462bf/Torino-Napoli-October-18-2025-Serie-A
2025-10-19,18:00,Atalanta,0–0,Lazio,22342,New Balance Arena,Giuseppe Collu,https://fbref.com/en/matches/91028675/Atalanta-Lazio-October-19-2025-Serie-A
2025-10-19,15:00,Cagliari,0–2,Bologna,16168,Unipol Domus,Matteo Marchetti,https://fbref.com/en/matches/fc8bf90c/Cagliari-Bologna-October-19-2025-Serie-A
2025-10-19,12:30,Como,2–0,Juventus,12039,Stadio Giuseppe Sinigaglia,Giovanni Ayroldi,https://fbref.com/en/matches/0a3078e3/Como-Juventus-October-19-2025-Serie-A
2025-10-19,15:00,Genoa,0–0,Parma,30636,Stadio Comunale Luigi Ferraris,Simone Sozza,https://fbref.com/en/matches/c2eeb537/Genoa-Parma-October-19-2025-Serie-A
2025-10-19,20:45,Milan,2–1,Fiorentina,71475,Stadio Giuseppe Meazza,Livio Marinelli,https://fbref.com/en/matches/8f89d740/Milan-Fiorentina-October-19-2025-Serie-A
2025-10-20,20:45,Cremonese,1–1,Udinese,10860,Stadio Giovanni Zini,Michael Fabbri,https://fbref.com/en/matches/28d35f76/Cremonese-Udinese-October-20-2025-Serie-A
2025-10-24,20:45,Milan,2–2,Pisa,72615,Stadio Giuseppe Meazza,Luca Zufferli,https://fbref.com/en/matches/2c3918d3/Milan-Pisa-October-24-2025-Serie-A
2025-10-25,20:45,Cremonese,1–1,Atalanta,11052,Stadio Giovanni Zini,Alberto Arena,https://fbref.com/en/matches/fdcf0c36/Cremonese-Atalanta-October-25-2025-Serie-A
2025-10-25,18:00,Napoli,3–1,Inter,54200,Stadio Diego Armando Maradona,Maurizio Mariani,https://fbref.com/en/matches/1e975b6e/Napoli-Internazionale-October-25-2025-Serie-A
2025-10-25,15:00,Parma,0–0,Como,18116,Stadio Ennio Tardini,Daniele Chiffi,https://fbref.com/en/matches/b4f4cda0/Parma-Como-October-25-2025-Serie-A
2025-10-25,15:00,Udinese,3–2,Lecce,21441,Bluenergy Stadium,Ermanno Feliciani,https://fbref.com/en/matches/74672e61/Udinese-Lecce-October-25-2025-Serie-A
2025-10-26,18:00,Fiorentina,2–2,Bologna,19445,Stadio Artemio Franchi,Federico La Penna,https://fbref.com/en/matches/f56ae8ca/Derby-dellAppennino-Fiorentina-Bologna-October-26-2025-Serie-A
2025-10-26,15:00,Hellas Verona,2–2,Cagliari,24344,Stadio Marc'Antonio Bentegodi,Federico Dionisi,https://fbref.com/en/matches/117df459/Hellas-Verona-Cagliari-October-26-2025-Serie-A
2025-10-26,20:45,Lazio,1–0,Juventus,54000,Stadio Olimpico,Andrea Colombo,https://fbref.com/en/matches/e2c30d84/Lazio-Juventus-October-26-2025-Serie-A
2025-10-26,15:00,Sassuolo,0–1,Roma,19674,Mapei Stadium - Città del Tricolore,Gianluca Manganiello,https://fbref.com/en/matches/c22f5ded/Sassuolo-Roma-October-26-2025-Serie-A
2025-10-26,12:30,Torino,2–1,Genoa,23365,Stadio Olimpico Grande Torino,Kevin Bonacina,https://fbref.com/en/matches/17b6db46/Torino-Genoa-October-26-2025-Serie-A
2025-10-28,20:45,Atalanta,1–1,Milan,23157,New Balance Arena,Daniele Doveri,https://fbref.com/en/matches/2018e1c7/Atalanta-Milan-October-28-2025-Serie-A
2025-10-28,18:30,Lecce,0–1,Napoli,25569,Stadio Comunale Ettore Giardiniero,Giuseppe Collu,https://fbref.com/en/matches/03883326/Lecce-Napoli-October-28-2025-Serie-A
2025-10-29,20:45,Bologna,0–0,Torino,25691,Stadio Renato Dall'Ara,Giovanni Ayroldi,https://fbref.com/en/matches/549ef1c4/Bologna-Torino-October-29-2025-Serie-A
2025-10-29,18:30,Como,3–1,Hellas Verona,10167,Stadio Giuseppe Sinigaglia,Matteo Marcenaro,https://fbref.com/en/matches/e5fb2641/Como-Hellas-Verona-October-29-2025-Serie-A
2025-10-29,20:45,Genoa,0–2,Cremonese,30083,Stadio Comunale Luigi Ferraris,Rosario Abisso,https://fbref.com/en/matches/c68595cb/Genoa-Cremonese-October-29-2025-Serie-A
2025-10-29,20:45,Inter,3–0,Fiorentina,71096,Stadio Giuseppe Meazza,Simone Sozza,https://fbref.com/en/matches/a087caa6/Internazionale-Fiorentina-October-29-2025-Serie-A
2025-10-29,18:30,Juventus,3–1,Udinese,40034,Allianz Stadium,Marco Di Bello,https://fbref.com/en/matches/97aaca72/Juventus-Udinese-October-29-2025-Serie-A
2025-10-29,18:30,Roma,2–1,Parma,61043,Stadio Olimpico,Valerio Crezzini,https://fbref.com/en/matches/1fec4552/Roma-Parma-October-29-2025-Serie-A
2025-10-30,18:30,Cagliari,1–2,Sassuolo,15563,Unipol Domus,Luca Pairetto,https://fbref.com/en/matches/6977986d/Cagliari-Sassuolo-October-30-2025-Serie-A
2025-10-30,20:45,Pisa,0–0,Lazio,10101,Arena Garibaldi - Stadio Romeo Anconetan...,Davide Massa,https://fbref.com/en/matches/a30341fc/Pisa-Lazio-October-30-2025-Serie-A
2025-11-01,20:45,Cremonese,1–2,Juventus,14808,Stadio Giovanni Zini,Daniele Chiffi,https://fbref.com/en/matches/4c499de2/Cremonese-Juventus-November-1-2025-Serie-A
2025-11-01,18:00,Napoli,0–0,Como,52000,Stadio Diego Armando Maradona,Luca Zufferli,https://fbref.com/en/matches/fc09dacb/Napoli-Como-November-1-2025-Serie-A
2025-11-01,15:00,Udinese,1–0,Atalanta,20167,Bluenergy Stadium,Michael Fabbri,https://fbref.com/en/matches/a0927a27/Udinese-Atalanta-November-1-2025-Serie-A
2025-11-02,15:00,Fiorentina,0–1,Lecce,18184,Stadio Artemio Franchi,Antonio Rapuano,https://fbref.com/en/matches/5d7865bc/Fiorentina-Lecce-November-2-2025-Serie-A
2025-11-02,12:30,Hellas Verona,1–2,Inter,26696,Stadio Marc'Antonio Bentegodi,Daniele Doveri,https://fbref.com/en/matches/66df4003/Hellas-Verona-Internazionale-November-2-2025-Serie-A
2025-11-02,20:45,Milan,1–0,Roma,75048,Stadio Giuseppe Meazza,Marco Guida,https://fbref.com/en/matches/3e236205/Milan-Roma-November-2-2025-Serie-A
2025-11-02,18:00,Parma,1–3,Bologna,18672,Stadio Ennio Tardini,Kevin Bonacina,https://fbref.com/en/matches/fb0da82e/Parma-Bologna-November-2-2025-Serie-A
2025-11-02,15:00,Torino,2–2,Pisa,20034,Stadio Olimpico Grande Torino,Alberto Arena,https://fbref.com/en/matches/237e2dfe/Torino-Pisa-November-2-2025-Serie-A
2025-11-03,20:45,Lazio,2–0,Cagliari,35000,Stadio Olimpico,Juan Luca Sacchi,https://fbref.com/en/matches/cb48c188/Lazio-Cagliari-November-3-2025-Serie-A
2025-11-03,18:30,Sassuolo,1–2,Genoa,26696,Mapei Stadium - Città del Tricolore,Ermanno Feliciani,https://fbref.com/en/matches/7bc7b76b/Sassuolo-Genoa-November-3-2025-Serie-A
2025-11-07,20:45,Pisa,1–0,Cremonese,10728,Arena Garibaldi - Stadio Romeo Anconetan...,Matteo Marcenaro,https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A
2025-11-08,15:00,Como,0–0,Cagliari,11517,Stadio Giuseppe Sinigaglia,Ivan Pezzuto,https://fbref.com/en/matches/78d4af3f/Como-Cagliari-November-8-2025-Serie-A
2025-11-08,18:00,Juventus,0–0,Torino,41366,Allianz Stadium,Luca Zufferli,https://fbref.com/en/matches/0d208329/Juventus-Torino-November-8-2025-Serie-A
2025-11-08,15:00,Lecce,0–0,Hellas Verona,24678,Stadio Comunale Ettore Giardiniero,Rosario Abisso,https://fbref.com/en/matches/39665a43/Lecce-Hellas-Verona-November-8-2025-Serie-A
2025-11-08,20:45,Parma,2–2,Milan,22064,Stadio Ennio Tardini,Marco Di Bello,https://fbref.com/en/matches/50c9822c/Parma-Milan-November-8-2025-Serie-A
2025-11-09,12:30,Atalanta,0–3,Sassuolo,21933,New Balance Arena,Valerio Crezzini,https://fbref.com/en/matches/54b07109/Atalanta-Sassuolo-November-9-2025-Serie-A
2025-11-09,15:00,Bologna,2–0,Napoli,33174,Stadio Renato Dall'Ara,Daniele Chiffi,https://fbref.com/en/matches/a127befd/Bologna-Napoli-November-9-2025-Serie-A
2025-11-09,15:00,Genoa,2–2,Fiorentina,31449,Stadio Comunale Luigi Ferraris,Marco Guida,https://fbref.com/en/matches/287df745/Genoa-Fiorentina-November-9-2025-Serie-A
2025-11-09,20:45,Inter,2–0,Lazio,71060,Stadio Giuseppe Meazza,Gianluca Manganiello,https://fbref.com/en/matches/fe4ac3bc/Internazionale-Lazio-November-9-2025-Serie-A
2025-11-09,18:00,Roma,2–0,Udinese,61684,Stadio Olimpico,Giuseppe Collu,https://fbref.com/en/matches/4c0b25fe/Roma-Udinese-November-9-2025-Serie-A
2025-11-22,15:00,Cagliari,3–3,Genoa,15575,Unipol Domus,Federico La Penna,https://fbref.com/en/matches/3f5f7b00/Cagliari-Genoa-November-22-2025-Serie-A
2025-11-22,18:00,Fiorentina,1–1,Juventus,22346,Stadio Artemio Franchi,Daniele Doveri,https://fbref.com/en/matches/13b835d6/Fiorentina-Juventus-November-22-2025-Serie-A
2025-11-22,20:45,Napoli,3–1,Atalanta,45000,Stadio Diego Armando Maradona,Marco Di Bello,https://fbref.com/en/matches/665fced2/Napoli-Atalanta-November-22-2025-Serie-A
2025-11-22,15:00,Udinese,0–3,Bologna,23756,Bluenergy Stadium,Juan Luca Sacchi,https://fbref.com/en/matches/d5f11afb/Udinese-Bologna-November-22-2025-Serie-A
2025-11-23,15:00,Cremonese,1–3,Roma,14666,Stadio Giovanni Zini,Giovanni Ayroldi,https://fbref.com/en/matches/3b3c9609/Cremonese-Roma-November-23-2025-Serie-A
2025-11-23,12:30,Hellas Verona,1–2,Parma,26266,Stadio Marc'Antonio Bentegodi,Luca Pairetto,https://fbref.com/en/matches/52e9d094/Hellas-Verona-Parma-November-23-2025-Serie-A
2025-11-23,20:45,Inter,0–1,Milan,75562,Stadio Giuseppe Meazza,Simone Sozza,https://fbref.com/en/matches/feebb815/Derby-della-Madonnina-Internazionale-Milan-November-23-2025-Serie-A
2025-11-23,18:00,Lazio,2–0,Lecce,25000,Stadio Olimpico,Alberto Arena,https://fbref.com/en/matches/00b49fb9/Lazio-Lecce-November-23-2025-Serie-A
2025-11-24,20:45,Sassuolo,2–2,Pisa,9343,Mapei Stadium - Città del Tricolore,Davide Di Marco,https://fbref.com/en/matches/38051b0b/Sassuolo-Pisa-November-24-2025-Serie-A
2025-11-24,18:30,Torino,1–5,Como,22188,Stadio Olimpico Grande Torino,Kevin Bonacina,https://fbref.com/en/matches/2feb34d6/Torino-Como-November-24-2025-Serie-A
2025-11-28,20:45,Como,2–0,Sassuolo,10243,Stadio Giuseppe Sinigaglia,Matteo Marchetti,https://fbref.com/en/matches/d845e989/Como-Sassuolo-November-28-2025-Serie-A
2025-11-29,15:00,Genoa,2–1,Hellas Verona,29916,Stadio Comunale Luigi Ferraris,Michael Fabbri,https://fbref.com/en/matches/81cc9094/Genoa-Hellas-Verona-November-29-2025-Serie-A
2025-11-29,18:00,Juventus,2–1,Cagliari,39282,Allianz Stadium,Valerio Crezzini,https://fbref.com/en/matches/daa085f7/Juventus-Cagliari-November-29-2025-Serie-A
2025-11-29,20:45,Milan,1–0,Lazio,73156,Stadio Giuseppe Meazza,Giuseppe Collu,https://fbref.com/en/matches/b5584701/Milan-Lazio-November-29-2025-Serie-A
2025-11-29,15:00,Parma,0–2,Udinese,17232,Stadio Ennio Tardini,Marco Piccinini,https://fbref.com/en/matches/ed9302ea/Parma-Udinese-November-29-2025-Serie-A
2025-11-30,18:00,Atalanta,2–0,Fiorentina,21591,New Balance Arena,Matteo Marcenaro,https://fbref.com/en/matches/b14af55c/Atalanta-Fiorentina-November-30-2025-Serie-A
2025-11-30,12:30,Lecce,2–1,Torino,24776,Stadio Comunale Ettore Giardiniero,Maurizio Mariani,https://fbref.com/en/matches/a711b721/Lecce-Torino-November-30-2025-Serie-A
2025-11-30,15:00,Pisa,0–2,Inter,12542,Arena Garibaldi - Stadio Romeo Anconetan...,Marco Guida,https://fbref.com/en/matches/5b99cf03/Pisa-Internazionale-November-30-2025-Serie-A
2025-11-30,20:45,Roma,0–1,Napoli,63937,Stadio Olimpico,Davide Massa,https://fbref.com/en/matches/1e841830/Derby-del-Sole-Roma-Napoli-November-30-2025-Serie-A
2025-12-01,20:45,Bologna,1–3,Cremonese,25277,Stadio Renato Dall'Ara,Ermanno Feliciani,https://fbref.com/en/matches/d9f75c93/Bologna-Cremonese-December-1-2025-Serie-A
2025-12-06,20:45,Hellas Verona,3–1,Atalanta,20949,Stadio Marc'Antonio Bentegodi,Maurizio Mariani,https://fbref.com/en/matches/486a1a8a/Hellas-Verona-Atalanta-December-6-2025-Serie-A
2025-12-06,18:00,Inter,4–0,Como,75022,Stadio Giuseppe Meazza,Marco Di Bello,https://fbref.com/en/matches/aa9864d3/Internazionale-Como-December-6-2025-Serie-A
2025-12-06,15:00,Sassuolo,3–1,Fiorentina,14285,Mapei Stadium - Città del Tricolore,Luca Pairetto,https://fbref.com/en/matches/b126a8b1/Sassuolo-Fiorentina-December-6-2025-Serie-A
2025-12-07,15:00,Cagliari,1–0,Roma,16255,Unipol Domus,Luca Zufferli,https://fbref.com/en/matches/5209fca8/Cagliari-Roma-December-7-2025-Serie-A
2025-12-07,12:30,Cremonese,2–0,Lecce,13276,Stadio Giovanni Zini,Giuseppe Mucera,https://fbref.com/en/matches/7b3d302a/Cremonese-Lecce-December-7-2025-Serie-A
2025-12-07,18:00,Lazio,1–1,Bologna,43325,Stadio Olimpico,Michael Fabbri,https://fbref.com/en/matches/8e938dfe/Lazio-Bologna-December-7-2025-Serie-A
2025-12-07,20:45,Napoli,2–1,Juventus,53000,Stadio Diego Armando Maradona,Federico La Penna,https://fbref.com/en/matches/e5906c49/Napoli-Juventus-December-7-2025-Serie-A
2025-12-08,15:00,Pisa,0–1,Parma,11626,Arena Garibaldi - Stadio Romeo Anconetan...,Daniele Doveri,https://fbref.com/en/matches/ffebf6ec/Pisa-Parma-December-8-2025-Serie-A
2025-12-08,20:45,Torino,2–3,Milan,25000,Stadio Olimpico Grande Torino,Daniele Chiffi,https://fbref.com/en/matches/19a6d3a8/Torino-Milan-December-8-2025-Serie-A
2025-12-08,18:00,Udinese,1–2,Genoa,23356,Bluenergy Stadium,Fabio Maresca,https://fbref.com/en/matches/cbafce68/Udinese-Genoa-December-8-2025-Serie-A
2025-12-12,20:45,Lecce,1–0,Pisa,24332,Stadio Comunale Ettore Giardiniero,Juan Luca Sacchi,https://fbref.com/en/matches/60dd47e4/Lecce-Pisa-December-12-2025-Serie-A
2025-12-13,20:45,Atalanta,2–1,Cagliari,21695,New Balance Arena,Davide Di Marco,https://fbref.com/en/matches/fb3babda/Atalanta-Cagliari-December-13-2025-Serie-A
2025-12-13,18:00,Parma,0–1,Lazio,19893,Stadio Ennio Tardini,Matteo Marchetti,https://fbref.com/en/matches/c4dc0911/Parma-Lazio-December-13-2025-Serie-A
2025-12-13,15:00,Torino,1–0,Cremonese,18297,Stadio Olimpico Grande Torino,Livio Marinelli,https://fbref.com/en/matches/3f06169e/Torino-Cremonese-December-13-2025-Serie-A
2025-12-14,20:45,Bologna,0–1,Juventus,30000,Stadio Renato Dall'Ara,Davide Massa,https://fbref.com/en/matches/f29b66d2/Bologna-Juventus-December-14-2025-Serie-A
